,baseMean,log2FoldChange,lfcSE,pvalue,padj
COQ6,412.9660737,-0.048064225,0.069830424,0.169457201,0.504346995
FUBP3,2500.537476,0.047985729,0.04741931,0.169543636,0.504352071
SH3GL1,2968.496917,0.047181355,0.045895456,0.169517406,0.504352071
HYLS1,112.5447794,-0.036771565,0.071016153,0.169648665,0.504528245
SPICE1,185.0969193,-0.032924655,0.070064391,0.169687618,0.504528245
FAM98C,393.9382808,0.036269759,0.070814261,0.169795174,0.504721985
FXYD5,5118.844075,-0.048593211,0.05111057,0.169882167,0.504728524
HAAO,357.0466455,0.047395893,0.068334351,0.169865514,0.504728524
GPCPD1,4546.30688,-0.054380249,0.063274162,0.170030498,0.504791293
NECAP1,922.8276485,-0.047327863,0.068612509,0.17002045,0.504791293
UNC119,893.9087684,0.050902883,0.059635013,0.169996025,0.504791293
MMADHC,2546.533134,-0.051240598,0.056915177,0.170125326,0.504946897
MTATP6P1,10354.07809,-0.049979262,0.053423707,0.170330138,0.505045885
NUP205,1715.431326,0.050303878,0.055386977,0.170370792,0.505045885
OXNAD1,379.0399959,-0.049842684,0.066993165,0.170245659,0.505045885
POP7,531.4396833,0.049682712,0.061205582,0.170353857,0.505045885
TNFAIP1,755.5304241,0.050617033,0.061230405,0.170349693,0.505045885
NAE1,512.8209404,0.049571331,0.062443351,0.170471865,0.505219704
RPL22L1,623.5554428,0.042833076,0.071375675,0.170515822,0.505224206
BLOC1S1,1142.509335,-0.050550585,0.060381374,0.170626164,0.50542535
CCDC120,227.6912225,0.03613748,0.070756102,0.170729304,0.505605065
SMC3,1715.147583,-0.048512703,0.050628558,0.17087022,0.505770752
SNAPC3,802.9615547,0.047029462,0.066884486,0.170838239,0.505770752
C21orf91,227.0965335,-0.030991447,0.06955411,0.170922128,0.505798641
AMIGO2,502.130519,-0.039972254,0.070999496,0.171190178,0.506340141
SMCHD1,1826.78319,0.051577314,0.059105196,0.171158369,0.506340141
MXD4,3196.744629,-0.049764028,0.060473895,0.171535217,0.507147189
NCOA1,1407.283836,-0.049256895,0.063549339,0.171548234,0.507147189
PFDN1,2102.675764,-0.048972701,0.054118929,0.171652207,0.507328582
TNNT1,711.5088656,0.037434012,0.070727851,0.171730409,0.507433735
FCGRT,14031.52399,-0.051653514,0.057841185,0.171773253,0.507434385
GLIPR2,3819.835595,0.056847308,0.062434382,0.171855975,0.507552812
ZNF778,243.4637939,0.013071297,0.064989304,0.171921825,0.507621362
NUDT15,295.8226085,0.047625997,0.066988407,0.171989645,0.507648228
RNF121,668.451381,-0.047600775,0.065841951,0.172016208,0.507648228
ASB7,563.1251734,-0.048296931,0.067336164,0.172067119,0.507672628
BRAF,693.1540594,-0.036145947,0.070694258,0.172267168,0.507885248
PPWD1,722.6273638,-0.049478412,0.063433648,0.172225111,0.507885248
SPMIP4,239.8659994,-0.035505893,0.06999544,0.172214718,0.507885248
OGFR,6027.66791,0.043408163,0.044374007,0.172358474,0.508028629
GPBAR1,90.46121563,-0.031852585,0.069714107,0.172485727,0.508254616
SDR39U1,1065.442229,0.046478852,0.068624698,0.172563222,0.508254616
ZNF84,523.7870113,-0.046043853,0.069021951,0.172531351,0.508254616
EIF2S1,1927.641249,0.049956221,0.060977457,0.172617711,0.508289353
GARS1,5402.325554,0.050419825,0.058414393,0.172791049,0.508499744
RPL13,17732.2337,-0.05044423,0.043866997,0.172781488,0.508499744
ZNF175,541.6720287,0.049502037,0.061930384,0.172817301,0.508499744
ARHGEF11,3777.003376,0.047503868,0.050353467,0.172891261,0.508591663
TRIP12,7545.394765,-0.040737789,0.03637461,0.17296114,0.508671534
UBQLN2,1295.073778,-0.049200283,0.054632716,0.173039017,0.508774883
CHMP2B,1206.627783,-0.049992126,0.059906635,0.173190862,0.508969937
DCTN4,1790.098837,-0.048473136,0.063384121,0.173187289,0.508969937
GADD45A,260.5556942,0.039538233,0.071120796,0.173280198,0.509106802
STK3,355.6702913,-0.044366026,0.068841767,0.173329265,0.509125313
CCDC150,89.99501787,0.026878992,0.068406447,0.173688095,0.509852503
FAM200C,76.48683086,-0.029750154,0.06918107,0.17363772,0.509852503
JAG2,158.6217503,-0.031798222,0.069656077,0.17374814,0.509852503
TMEM120B,390.713989,0.048155277,0.064687,0.173705996,0.509852503
CADM1,2667.276911,-0.049770011,0.056809658,0.174061855,0.510018801
EIF4E,2088.795717,0.04942121,0.055305634,0.17402481,0.510018801
IFT52,349.7381818,-0.047280706,0.066973702,0.173983268,0.510018801
MRPL4,1929.927857,0.049603212,0.049118769,0.173944717,0.510018801
SLC26A2,831.1767205,-0.049432419,0.056539023,0.17388414,0.510018801
SNW1,1666.587876,-0.046142282,0.045119577,0.173921987,0.510018801
CHMP7,1136.909602,0.051495517,0.062719999,0.174128774,0.510089334
RPL7A,15090.65446,-0.044793327,0.045625272,0.174189251,0.510140969
DYNC1LI1,1350.815573,-0.049209768,0.056104531,0.174448203,0.510666281
PPHLN1,1541.309154,0.048940156,0.061578126,0.174497306,0.510666281
RBM15B,2258.259464,-0.046506786,0.046686789,0.17448907,0.510666281
ATP6V0C,26074.81636,-0.047216551,0.047963079,0.17460418,0.510853468
CSNK1G2,3021.124727,0.048674736,0.063801943,0.174683865,0.510961036
ANAPC7,1553.277453,-0.046212332,0.045712042,0.174730667,0.510972387
COX16,961.9692093,-0.047163034,0.066732932,0.174817071,0.511099517
NSUN5P1,248.8047407,0.034932939,0.070369711,0.174896543,0.511206321
ITSN1,1106.216284,0.05058136,0.05812694,0.175053763,0.511480276
ZSCAN21,159.6930405,-0.039176643,0.070562964,0.175076197,0.511480276
ADCY8,111.439862,0.025404861,0.067946666,0.175692754,0.512242275
AP2S1,7115.679795,0.041120721,0.036520217,0.175893349,0.512242275
ATAD2B,592.6100711,0.046094343,0.067529921,0.17556592,0.512242275
CD109,2125.434846,-0.05011341,0.057045804,0.175982436,0.512242275
CD300C,778.9780793,0.04954446,0.059251796,0.17583609,0.512242275
CMPK2,2630.216116,0.03082402,0.069432338,0.175482207,0.512242275
CNTLN,432.8537874,-0.048609998,0.062967783,0.175869278,0.512242275
DNAJB6,3761.058624,-0.045937231,0.0560764,0.175972326,0.512242275
GLB1L,75.66453977,0.027857702,0.068632754,0.175756708,0.512242275
IPCEF1,148.1468912,0.032697005,0.0704053,0.17581787,0.512242275
KDM4C,675.8530729,-0.049609415,0.062632278,0.175927346,0.512242275
LRBA,1059.149226,-0.047721288,0.064753114,0.175843614,0.512242275
MPZL3,122.3685101,-0.028440659,0.068734061,0.175920323,0.512242275
PNKP,1260.536015,0.049036972,0.055066918,0.175928772,0.512242275
ZFYVE21,919.3096366,0.049020292,0.053988805,0.175955324,0.512242275
ARFGAP1,3651.297979,0.061661584,0.061066136,0.176152912,0.512512082
SYTL3,1203.466706,-0.049312455,0.058397007,0.17616123,0.512512082
B4GALT3,966.4699126,-0.048302984,0.063439113,0.176383547,0.512975085
UPF3B,917.641494,-0.046364809,0.067250812,0.176406552,0.512975085
DDR1,542.8602884,0.045783094,0.068449486,0.176493152,0.51310158
DNAJC5,7305.555414,-0.04341989,0.041066425,0.176600696,0.513251873
PKMYT1,754.3403833,0.049850717,0.061954107,0.176631073,0.513251873
TRIM38,2867.986118,-0.045057469,0.043510238,0.17668507,0.513283494
WDR18,829.7377826,0.047459059,0.065084238,0.176861806,0.513671579
CD86,4428.477236,-0.048884864,0.052740697,0.177024741,0.514019402
GPX1,31211.7755,-0.043426169,0.04058885,0.177111972,0.514021948
HJURP,584.9738786,0.042465135,0.07093083,0.177107332,0.514021948
ZNF789,266.9869201,0.040842596,0.070217078,0.177166967,0.514056237
ADRA2B,80.46288661,0.028786948,0.068842122,0.177356733,0.514109227
CCNDBP1,1781.087918,-0.047253135,0.04941479,0.177288099,0.514109227
FBXO27,129.0024387,-0.02706693,0.068240417,0.177299093,0.514109227
QRICH1,2623.543154,0.0423502,0.041492586,0.177357967,0.514109227
MFSD1,9422.969479,-0.039803756,0.035163333,0.177440237,0.514165815
PRTFDC1,69.10452545,0.023988188,0.067513093,0.177463867,0.514165815
GLO1,1371.43273,-0.047797735,0.063335195,0.177641722,0.514555889
FRMD4B,1636.436672,0.048456426,0.052826819,0.177835804,0.514926819
GOSR1,2279.196421,0.049615355,0.0572537,0.177856286,0.514926819
PPDPF,1340.055666,-0.048164381,0.061884927,0.177907172,0.514948914
IRF3,1497.422994,0.048760669,0.054088606,0.178153315,0.515410745
SMG9,1325.178388,0.0484612,0.053106052,0.178134164,0.515410745
ACTN1,2509.749756,0.019125725,0.066308049,0.178229561,0.515456624
PYM1,959.3321864,0.047655529,0.050570185,0.178291652,0.515456624
ZFHX2,293.2946769,0.038395235,0.071347438,0.178299066,0.515456624
EXT1,387.7950456,0.043471188,0.069473521,0.178595465,0.515833502
FH,1538.404236,-0.04841543,0.060612617,0.178512509,0.515833502
LIAS,368.8981943,-0.045774307,0.069916469,0.178566353,0.515833502
PSMD4,3247.934431,0.036964052,0.03953782,0.178602746,0.515833502
DDX54,2536.870793,0.051406654,0.065601224,0.178683788,0.515897197
PARVB,2217.597553,0.04753162,0.049627228,0.178711469,0.515897197
TMED7,2516.552255,-0.049444815,0.057317422,0.178918004,0.516368203
ARPC2,19713.79342,0.041358611,0.03737718,0.179108979,0.5165437
ARPC4-TTLL3,85.95089433,0.027040066,0.068334874,0.179048854,0.5165437
TTYH2,216.4326818,0.038709933,0.070413512,0.179087647,0.5165437
TCF4,2122.852111,0.045471075,0.065717141,0.179250965,0.516827982
C2CD3,1281.481123,-0.048447663,0.060904319,0.179372275,0.517044328
PDXK,8316.875637,0.045811619,0.044135261,0.179412862,0.517044328
UNKL,431.0626096,0.044441934,0.068379725,0.179610118,0.517487524
CDC5L,1503.055523,-0.047548825,0.050969961,0.179689518,0.517515082
CYP4V2,807.2378276,-0.046945022,0.066494604,0.179770108,0.517515082
SERF1B,124.5651937,0.026525801,0.068178683,0.179741467,0.517515082
WDR33,2095.723981,-0.048065497,0.05774079,0.179837034,0.517515082
ZNF585A,290.3522082,-0.042436769,0.069327422,0.179821915,0.517515082
CCDC8,536.5589893,-0.048551693,0.061136869,0.179943514,0.517696358
PTCH2,108.1606689,-0.029827107,0.069026868,0.180094694,0.51800612
HNRNPL,11136.50462,0.041522678,0.03794478,0.180218205,0.518236168
FEM1A,1787.52179,0.047966602,0.049050387,0.180313099,0.518383832
AAK1,2664.087605,-0.048839983,0.05133408,0.180640439,0.518448511
ELL2,3772.555525,0.054442471,0.060702405,0.180429219,0.518448511
FSCN1,5310.878245,0.04916704,0.05944602,0.180592806,0.518448511
MME,334.9429422,-0.028765144,0.068628041,0.180638523,0.518448511
NEK8,239.7003936,0.038641005,0.070269699,0.180527915,0.518448511
NXT2,303.6492805,-0.043390509,0.068727707,0.180403942,0.518448511
SNAP23,2020.982919,0.043814365,0.059494382,0.180489315,0.518448511
CPPED1,2305.387893,-0.047576333,0.051955275,0.180825639,0.518854961
ARL6IP1,9124.514742,-0.046384686,0.047470952,0.18107925,0.519457462
TBC1D3K,254.1185646,0.039758357,0.070316192,0.181132046,0.51948374
MYH9,32104.97045,0.047426415,0.050410598,0.18117833,0.519491335
SEC22B,3023.252692,-0.047376156,0.047661616,0.181269989,0.519551126
TBC1D20,1614.635615,0.047799233,0.051608494,0.181286466,0.519551126
CEP57,942.6718972,-0.047357948,0.0595221,0.181532712,0.51992091
CLDN15,193.2519531,0.034195649,0.069858214,0.181546512,0.51992091
ZNF684,131.956606,-0.033848855,0.069729266,0.18148863,0.51992091
MTMR2,1008.080524,-0.048115463,0.06025607,0.181609678,0.519976723
AHI1,415.139859,0.041348046,0.069692031,0.181995352,0.52033013
EEF1G,25025.25038,-0.040543896,0.037768918,0.181821321,0.52033013
FADS2,2116.005467,0.020412875,0.066551367,0.181873964,0.52033013
ORC3,462.3181946,-0.045243931,0.067878064,0.181939671,0.52033013
PIK3R6,445.9953124,0.04814107,0.067388327,0.181962211,0.52033013
PSMB4,3345.62707,0.043011893,0.040125982,0.181962792,0.52033013
SLC25A40,1128.490277,-0.048479157,0.05706452,0.182096553,0.520369532
TXLNB,201.115099,0.040607515,0.070054282,0.182072289,0.520369532
DAPK3,1210.017355,0.047602569,0.05211537,0.182192036,0.520517443
RPL10P9,257.0286708,-0.03972342,0.069969135,0.182238925,0.520526488
ACIN1,5992.6166,0.043870077,0.042623924,0.182294723,0.520549573
JMJD4,461.4393853,0.048321302,0.065685007,0.182334458,0.520549573
FIBP,1292.485288,-0.047721436,0.053301112,0.182460092,0.520699208
NCAPD2,2797.641755,-0.046430412,0.048185555,0.182474346,0.520699208
MRE11,780.6672078,-0.04776218,0.060653199,0.182531401,0.520700303
MRPL47,717.5957041,-0.044609179,0.06818572,0.182562206,0.520700303
FOXK1,1762.123212,0.049337815,0.056983269,0.182696828,0.520940109
GBA1,5072.607804,-0.044018871,0.043064281,0.182733801,0.520940109
CIR1,1190.147594,-0.047438313,0.062969547,0.182843876,0.521129122
SAMM50,1585.477995,-0.047149577,0.05045702,0.183011228,0.521481251
FERMT2,497.0950198,-0.041605494,0.069122846,0.183116834,0.521657313
KLHL28,520.7682344,-0.041089917,0.069977168,0.18323683,0.521792558
NDFIP1,3584.856595,-0.04765281,0.049077332,0.183254936,0.521792558
TCF19,1128.269522,0.047358151,0.056300441,0.183295798,0.521792558
ZSCAN20,237.9410188,0.043341326,0.068766426,0.183403337,0.521973876
MUC20,99.45888627,-0.026609129,0.068076257,0.183482839,0.522075335
VTA1,1189.368978,-0.048194434,0.055025432,0.183572387,0.52220532
KIF16B,809.8149056,-0.041483452,0.070051641,0.183864109,0.522910229
SPPL2B,1441.699335,0.045061549,0.067281001,0.184050558,0.523315473
CEP85,683.1334194,0.047492737,0.06136805,0.184396568,0.524174104
MRFAP1L1,1385.481253,-0.044946966,0.045264785,0.184454831,0.52420661
SETD1A,1497.843985,0.047827504,0.058791754,0.184496068,0.52420661
DENND1C,1182.126132,0.047297273,0.06201472,0.184667048,0.524403176
METAP1D,90.7889359,0.022416775,0.066995739,0.184785495,0.524403176
NELFA,996.6691534,0.04986065,0.062571119,0.184623462,0.524403176
POLR2A,10196.47638,-0.047642005,0.052676929,0.184779105,0.524403176
PRDM1,510.2819818,-0.037193112,0.069879309,0.184739617,0.524403176
EXOC1,1332.347238,-0.048232252,0.060941369,0.184992606,0.524682813
PITRM1,1900.111461,-0.047361849,0.054925536,0.185016249,0.524682813
RPL26,7999.701032,-0.047293287,0.060807715,0.184934412,0.524682813
DGKD,502.6332278,0.036389572,0.069935267,0.185106505,0.524722301
LARP4B,3997.067382,0.043379989,0.042291078,0.185206477,0.524722301
PAQR4,830.6834715,0.047761591,0.059919131,0.185168752,0.524722301
RAN,7115.74697,0.045798511,0.04659146,0.185159633,0.524722301
CALHM2,1536.572582,0.048302671,0.058892186,0.185514585,0.525470173
CHST10,225.659826,-0.038172388,0.069668053,0.185607368,0.525607926
MMRN2,369.2308134,0.036677218,0.06989035,0.18565403,0.525615036
ATN1,3733.670489,0.047660433,0.056826939,0.185743173,0.525655937
OPA1,1749.630893,-0.047578201,0.060501187,0.18575939,0.525655937
WDR35,206.615451,0.033378566,0.069521899,0.185800939,0.525655937
CSTA,306.4911461,-0.040589963,0.068809601,0.186053309,0.526050793
GSE1,1799.233079,0.04581296,0.062518272,0.186025659,0.526050793
LRRC8B,820.164918,-0.047683366,0.05799361,0.186073069,0.526050793
TATDN2P2,105.1497448,0.030752808,0.068804029,0.186122467,0.526065521
CLIP1,3582.047122,-0.045681193,0.0459028,0.186220468,0.526217583
ACY1,595.8186744,-0.042725357,0.068297092,0.186286002,0.526277848
PPIC,852.4111027,-0.047540658,0.058853384,0.186525043,0.526673631
RPS27A,6238.140784,-0.047951697,0.057124583,0.186558816,0.526673631
ZNF714,432.4125979,0.047271745,0.063383302,0.18651329,0.526673631
HDAC6,1810.008496,-0.044086237,0.043796589,0.186691453,0.526798235
SMPD4BP,202.9979855,0.03654205,0.069877829,0.186668901,0.526798235
SEC62,3905.088237,-0.046819228,0.053343403,0.186829858,0.527063852
SLC25A20,535.9048917,-0.0456301,0.066974226,0.186940082,0.527249865
ENC1,664.6570414,0.044807525,0.06713508,0.187007951,0.527316356
NLRC4,1041.275781,-0.047159148,0.054523296,0.187206345,0.527750778
NCF4,2094.126594,0.045418945,0.04636039,0.187400319,0.528172538
FRMD4A,4588.224296,-0.044128617,0.042432048,0.18747681,0.528263058
EIF1AD,721.7421052,0.047364123,0.063527101,0.187863779,0.529228181
IRF2BPL,3232.731897,-0.046933587,0.058308912,0.188131538,0.529665601
PSTK,111.2497463,-0.033123859,0.069315147,0.188152526,0.529665601
RAB6A,4652.56477,0.043847349,0.042358869,0.188080064,0.529665601
CHKB,1216.419187,0.046305335,0.06551682,0.188705636,0.531009191
KIF4A,654.6830542,-0.047217253,0.05832482,0.188719016,0.531009191
FXN,252.3445734,0.040765364,0.069287011,0.188916465,0.531062695
GALNT1,4008.24246,-0.049298459,0.06087189,0.188822863,0.531062695
SULT1A1,218.2736459,-0.032788978,0.068908827,0.188906435,0.531062695
ZC3H12C,841.0160103,-0.047187567,0.061322456,0.188902133,0.531062695
SAP18,4065.650744,-0.048376451,0.060060922,0.188961263,0.531063228
TCF3,1769.342251,0.047243331,0.054005151,0.189116512,0.531374103
ELAVL1,1806.08759,0.046015439,0.049226293,0.189189837,0.531454697
RNPEPL1,4212.407046,-0.046484544,0.052980101,0.189379931,0.531863194
CHMP2A,1633.128301,-0.046570867,0.051861537,0.189619985,0.532411775
SLC25A36,1497.334261,0.047074016,0.053082962,0.189725765,0.532583173
PTEN,1948.906534,-0.044761886,0.045919054,0.189797336,0.532658482
HMGN4,1246.056635,-0.044434158,0.066510912,0.190205404,0.53304975
IMMT,3542.82314,-0.045568048,0.047642758,0.190067796,0.53304975
SNRPD3,1835.685246,0.047411507,0.055445442,0.190178861,0.53304975
TYW5,286.309485,0.038426526,0.069371386,0.190086813,0.53304975
USP32,2555.348327,-0.044602808,0.045385329,0.190148909,0.53304975
ZNF607,79.89764,-0.024359424,0.06736173,0.190157135,0.53304975
FOXJ3,1176.593602,-0.046748162,0.052361907,0.190255938,0.533065884
ADAM19,73.66224299,0.023394582,0.067199053,0.190365513,0.533113591
RAB6B,61.70420076,-0.017101585,0.065720375,0.190407307,0.533113591
TREML1,397.5141921,-0.041877361,0.068182696,0.190345316,0.533113591
ASTE1,173.3965615,-0.036585171,0.069472027,0.190554448,0.533313668
SLC25A3,8754.161864,-0.043493906,0.043296603,0.190568362,0.533313668
CLASRP,1910.797056,0.046838294,0.057863656,0.190666827,0.533356392
RAB9A,642.3095492,-0.045668208,0.06402938,0.19067323,0.533356392
DECR1,1842.874369,-0.047165385,0.05916389,0.190718547,0.533357834
CPQ,904.535611,-0.0471897,0.057579053,0.190995327,0.533676096
HTT,6717.232168,-0.042665278,0.044500731,0.191011663,0.533676096
PROC,138.1437841,-0.029862512,0.068663719,0.19095455,0.533676096
ZNF335,1272.884024,0.046315594,0.05084909,0.190878089,0.533676096
TLE5,10561.60205,0.045198697,0.04530784,0.191203048,0.53396019
ZNF436,428.9234738,-0.040232556,0.067827582,0.191176483,0.53396019
LRRC28,1053.450582,0.046394691,0.059555872,0.191669649,0.534975472
MCCC2,1783.962026,-0.046496367,0.053376374,0.191628169,0.534975472
SCO1,1443.712148,0.050214178,0.052630995,0.191746354,0.534975472
ZRSR2,891.2709514,-0.046438092,0.060819038,0.191706022,0.534975472
INSIG1,959.8861686,0.036881567,0.068528059,0.191823509,0.53506534
IFI6,34731.61633,0.051973211,0.061002911,0.19192945,0.535235441
PRKXP1,64.03515335,-0.024345471,0.067377978,0.19219156,0.535648572
RBM43,428.9771202,-0.045339415,0.06401596,0.192196565,0.535648572
TOR1AIP2,1984.448242,-0.047421911,0.055476571,0.192212574,0.535648572
CALM2,12910.42146,-0.045748096,0.057524481,0.192415296,0.535687413
CANX,20576.07364,0.049329443,0.052384528,0.192359992,0.535687413
DHRS4L2,353.3232098,-0.038524828,0.069035402,0.192620454,0.535687413
DIMT1,492.3691735,0.044505591,0.065576959,0.192702093,0.535687413
ELOVL7,74.02171249,-0.022579584,0.066874709,0.192489662,0.535687413
GRAP,86.75707066,0.027127722,0.068038663,0.192310556,0.535687413
H2AZ2,4545.561978,-0.039860619,0.037128331,0.192525923,0.535687413
HPSE,379.206153,0.032607739,0.06906105,0.192632803,0.535687413
NOL9,541.694549,-0.043190998,0.06632592,0.192721478,0.535687413
PFDN2,1107.875628,0.046152783,0.058866774,0.192652618,0.535687413
PTP4A3,96.05224184,-0.025295072,0.067585246,0.192603365,0.535687413
NPIPB13,1439.519107,0.044491759,0.063282396,0.192938138,0.536082475
ZNF703,908.8871651,-0.046049818,0.060815043,0.192953667,0.536082475
NSMCE3,537.9953609,-0.047037155,0.057593895,0.193018193,0.536136629
MAP3K5,1173.402601,-0.047135954,0.059126485,0.193209159,0.53654188
CD300LB,82.47766801,0.029324546,0.068478604,0.193280752,0.536615521
DESI2,1078.852504,-0.04615493,0.051559458,0.193527114,0.536673724
HSPA14,366.663932,-0.0423179,0.06707275,0.193495669,0.536673724
RIOX2,645.2511768,0.043616278,0.06615402,0.193404703,0.536673724
SLC9A7,1468.504475,-0.047392559,0.056447619,0.193465851,0.536673724
TM7SF3,2063.581772,-0.045282122,0.061806042,0.193503481,0.536673724
LRP5,142.9798632,0.018847821,0.066047948,0.193759137,0.536816972
MAP2K1,3135.404004,0.041184099,0.040511021,0.193719922,0.536816972
MARF1,2902.500463,0.04581661,0.050285068,0.193653959,0.536816972
ZNF76,1198.265073,0.043175795,0.05598677,0.193720529,0.536816972
XPO4,849.0037651,-0.047293059,0.057239774,0.19383507,0.536902398
HLCS,581.8771464,-0.044019257,0.063284817,0.193959537,0.537122189
USP18,1678.359666,0.028055933,0.067514815,0.194114506,0.537426323
ZNF490,206.7456852,0.029417442,0.067800606,0.194169979,0.537454918
ZNF577,233.7650707,-0.034968269,0.069123352,0.194296031,0.537678812
CEACAM19,74.91138072,0.021688706,0.066733246,0.194416603,0.537887442
GBP4,80.73317114,0.02403664,0.067231002,0.194558094,0.538137656
UBXN4,4400.654302,-0.04469023,0.045245945,0.194620121,0.538137656
ZNF473,177.3251151,-0.038338082,0.068969873,0.19464265,0.538137656
KIF21A,107.5478072,-0.021923508,0.066707971,0.194747713,0.538303116
EPG5,1522.407815,-0.04344989,0.066729796,0.194956907,0.538631233
SMPD2,635.732692,0.046292676,0.054869951,0.194934137,0.538631233
MOCS2,698.7255827,-0.046610285,0.059582371,0.195023342,0.538689765
EHHADH,119.5325165,-0.030089495,0.06846471,0.195175555,0.538735215
EMILIN1,155.6558434,0.038016762,0.069108667,0.195098,0.538735215
KYAT3,853.3110473,-0.046101049,0.05574331,0.195147542,0.538735215
PRPF38A,977.3641291,-0.04527638,0.064195984,0.19528898,0.538923344
DDB2,1100.462755,-0.046085853,0.061341431,0.195386515,0.539067546
PDXP,385.8673856,-0.040576759,0.06825942,0.195516158,0.539241935
RALB,2790.664451,0.045642847,0.052722951,0.195540314,0.539241935
ALPL,80.78167001,0.026781222,0.067747156,0.195612468,0.539315986
DTNA,919.1098107,0.045178093,0.06240251,0.195690143,0.53940522
RSBN1,564.121891,-0.045001809,0.063750252,0.195748686,0.539441691
MROH7-TTC4,63.73179965,-0.017897468,0.065829402,0.195823641,0.539523361
CCDC194,104.2683486,0.027625138,0.068004602,0.196338867,0.539527967
FAH,662.7554641,0.04336708,0.064261824,0.196369146,0.539527967
FBXO38,1529.384674,-0.044882806,0.063461748,0.195955336,0.539527967
FHIT,103.8948126,-0.030858951,0.069030916,0.196080938,0.539527967
GRPEL2,441.9944932,0.041149259,0.06908201,0.196066194,0.539527967
INTS8,798.0462888,-0.044603501,0.061514825,0.195933184,0.539527967
MRC2,8922.108461,-0.041122133,0.067772238,0.196165986,0.539527967
RPL15,15765.16027,-0.042266441,0.048075697,0.196271679,0.539527967
SBNO1,1908.328827,-0.044633312,0.046948554,0.195961329,0.539527967
TMCO3,1926.457027,0.044456477,0.046813945,0.196315286,0.539527967
ZNF526,506.0782316,0.04468355,0.06428945,0.196187308,0.539527967
ZNF799,65.60173126,-0.022934283,0.066953343,0.196243087,0.539527967
GEN1,605.8134,-0.045226266,0.06283786,0.196460218,0.539529157
RAB7A,16648.21557,-0.040293261,0.038983579,0.196457095,0.539529157
VANGL1,353.8201109,-0.043462053,0.066120237,0.196537689,0.539617432
TGS1,512.3378053,0.042982893,0.066524723,0.196638874,0.539770761
ALAD,1359.450153,-0.046224021,0.057476436,0.196865187,0.540142903
FBXL6,675.7813895,0.043110563,0.065997167,0.196834648,0.540142903
MTRFR,524.3068695,0.045360888,0.061189236,0.197028185,0.540341061
PDLIM2,551.0609859,0.037428198,0.06769468,0.197017942,0.540341061
ASB8,855.1690745,-0.045106229,0.061982255,0.197234493,0.540638027
EFNB1,1179.401004,-0.046324987,0.061809374,0.197272708,0.540638027
SLC30A3,62.30301157,0.021098975,0.066403281,0.197226954,0.540638027
DET1,204.7139109,-0.038945503,0.068923976,0.197403301,0.540653868
POLR1G,247.9787666,0.040917931,0.067224221,0.197357014,0.540653868
REXO1,1801.148256,0.046077148,0.059605844,0.19741473,0.540653868
RPS7,5757.187548,-0.050284078,0.061466162,0.197474529,0.540693254
E2F4,2479.954695,0.043188742,0.046187608,0.197592382,0.540891539
IFT57,148.7494021,0.031525372,0.068785874,0.197815273,0.541377201
IQGAP2,2370.49548,-0.043805908,0.066066615,0.19803297,0.541800675
KANSL1L,338.7316069,-0.033882052,0.068208301,0.198128025,0.541800675
TEX261,2205.041415,0.044406424,0.066739883,0.198152049,0.541800675
ZNF622,2172.397038,0.042392353,0.042512351,0.19812454,0.541800675
GDI2,9869.360295,-0.046662836,0.054415796,0.198406294,0.542246771
UBE2V1,3078.526951,-0.045417326,0.051512799,0.198367456,0.542246771
ZNF680,126.5422879,0.033244301,0.068920129,0.198508062,0.542400387
C11orf54,712.0746971,-0.045803529,0.059872065,0.19874009,0.542509175
CABLES1,1353.144753,-0.044164257,0.063889424,0.198728593,0.542509175
DOCK7,1187.998036,0.017559263,0.065685061,0.198792331,0.542509175
ING2,430.5833386,0.042585411,0.066142651,0.198675237,0.542509175
MRPS24,1084.045631,0.044957146,0.052419241,0.19865309,0.542509175
UST,333.6845098,-0.039116559,0.068400209,0.198821296,0.542509175
MAP2K5,480.5693601,-0.044861254,0.062905745,0.198890661,0.542574089
CEP192,911.9357488,0.045558567,0.057894693,0.199019103,0.542612718
NTAN1,1249.202067,-0.045830969,0.057621343,0.199041557,0.542612718
TMEM14C,3165.894392,-0.047961764,0.056421421,0.198961612,0.542612718
ASMTL,423.4083343,0.045056557,0.062170002,0.199254498,0.542984742
TFAM,858.4334839,0.046152368,0.05847058,0.199269243,0.542984742
ACOT8,550.1968169,-0.04548156,0.061342233,0.199529965,0.543570762
MAPRE3,316.9135186,0.041106942,0.067338228,0.199629847,0.543586301
XPC,1916.487907,0.044861848,0.045432884,0.199659033,0.543586301
ZNF786,277.7938283,-0.039714737,0.068033477,0.19967265,0.543586301
NQO1,139.9762164,0.030851396,0.068475006,0.199826053,0.543879552
RPS4X,9878.824326,-0.047105325,0.054416778,0.199933578,0.544047828
FOXN2,765.5334615,0.042120336,0.051710424,0.200193038,0.544529167
NLN,2622.034243,-0.042379816,0.041531452,0.200247685,0.544529167
TSGA10,68.42174474,-0.019470954,0.066084454,0.200241331,0.544529167
CARD14,337.5833867,-0.038856183,0.068248931,0.200612102,0.54477351
HAUS4,1226.662292,-0.045701673,0.051647061,0.200611227,0.54477351
MRPL36,324.8766533,0.042655515,0.066530827,0.200552646,0.54477351
RAB28,268.650489,0.042353294,0.066405743,0.200503826,0.54477351
